published_doi,biorxiv_doi,published_doi,preprint_title,preprint_category,preprint_date,published_date,published_citation_count,days_to_publish,pub_prefix,pub_name,journal
10.1016/j.bpj.2018.06.023,10.1101/180091,10.1016/j.bpj.2018.06.023,Computer Simulations Predict High Structural Heterogeneity of Functional State of NMDA Receptors,neuroscience,2017-08-24,2018-06-28,0,308.0,10.1016,Elsevier,Biophysical Journal
10.1038/s41467-018-05533-6,10.1101/188011,10.1038/s41467-018-05533-6,Dynamic contrast enhancement and flexible odor codes,neuroscience,2017-09-12,2018-08-03,0,325.0,10.1038,Nature Publishing Group,Nature Communications
10.7554/elife.31755,10.1101/189407,10.7554/eLife.31755,Pre-post synaptic alignment through neuroligin tunes synaptic transmission efficiency,neuroscience,2017-09-15,2018-07-25,1,313.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1523/eneuro.0398-17.2018,10.1101/193078,10.1523/ENEURO.0398-17.2018,Defective synapse maturation and enhanced synaptic plasticity in Shank2-/- mice,neuroscience,2017-09-29,2018-07-10,3,284.0,10.1523,Society for Neuroscience,eneuro
10.1073/pnas.1717088115,10.1101/196212,10.1073/pnas.1717088115,Time-resolved neural reinstatement and separation during memory decisions in human hippocampus,neuroscience,2017-09-30,2018-07-31,3,304.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.7554/elife.32167,10.1101/198317,10.7554/elife.32167,A subcortical circuit linking the cerebellum to the basal ganglia engaged in vocal learning,neuroscience,2017-10-04,2018-07-25,1,294.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1038/s41467-018-05317-y,10.1101/199406,10.1038/s41467-018-05317-y,Linked dimensions of psychopathology and connectivity in functional brain networks,neuroscience,2017-10-06,2018-08-01,6,299.0,10.1038,Nature Publishing Group,Nature Communications
10.1038/s41592-018-0049-4,10.1101/200675,10.1038/s41592-018-0049-4,High-Precision Automated Reconstruction of Neurons with Flood-filling Networks,neuroscience,2017-10-09,2018-07-16,10,280.0,10.1038,Nature Publishing Group,Nature Methods
10.3389/fnagi.2018.00212,10.1101/200865,10.3389/fnagi.2018.00212,Predicting aging of brain metabolic topography using variational autoencoder,neuroscience,2017-10-11,2018-07-12,0,274.0,10.3389,Frontiers Media SA,Frontiers in Aging Neuroscience
10.1371/journal.pone.0201302,10.1101/201962,10.1371/journal.pone.0201302,A mathematical and computational model of the calcium dynamics in Caenorhabditis elegans ASH sensory neuron,neuroscience,2017-10-12,2018-07-26,2,287.0,10.1371,Public Library of Science,PLOS ONE
10.7717/peerj.5395,10.1101/203737,10.7717/peerj.5395,Using experience to improve: How errors shape behavior and brain activity in monkeys,neuroscience,2017-10-16,2018-07-27,0,284.0,10.7717,PeerJ,PeerJ
10.1007/s00221-018-5339-7,10.1101/205385,10.1007/s00221-018-5339-7,Changes in corticospinal excitability associated with motor learning by observing,neuroscience,2017-10-18,2018-07-21,0,276.0,10.1007,Springer-Verlag,Experimental Brain Research
10.1523/jneurosci.1176-18.2018,10.1101/205559,10.1523/jneurosci.1176-18.2018,Mast Cells in the Developing Brain Determine Adult Sexual Behavior,neuroscience,2017-10-19,2018-08-01,5,286.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1038/s41386-018-0139-0,10.1101/206771,10.1038/s41386-018-0139-0,Overnight memory consolidation facilitates rather than interferes with new learning of similar materials - a study probing NMDA-receptors,neuroscience,2017-10-20,2018-07-02,1,255.0,10.1038,Nature Publishing Group,Neuropsychopharmacology
10.1152/jn.00887.2017,10.1101/212621,10.1152/jn.00887.2017,"Neural mechanisms of speed-accuracy tradeoff of visual search: Saccade vigor, targeting errors, superior colliculus and frontal eye field",neuroscience,2017-11-01,2018-07-01,0,242.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1016/j.nicl.2018.03.032,10.1101/222216,10.1016/j.nicl.2018.03.032,Fronto-limbic dysconnectivity leads to impaired brain network controllability in young people with bipolar disorder and those at high genetic risk,neuroscience,2017-11-20,2018-03-27,7,127.0,10.1016,Elsevier,NeuroImage: Clinical
10.1016/j.neuroimage.2018.07.002,10.1101/224873,10.1016/j.neuroimage.2018.07.002,Scale-specific analysis of fMRI data on the irregular cortical surface,neuroscience,2017-11-25,2018-07-02,0,219.0,10.1016,Elsevier,NeuroImage
10.1016/j.cell.2018.06.035,10.1101/224881,10.1016/j.cell.2018.06.035,A suite of transgenic driver and reporter mouse lines with enhanced brain cell type targeting and functionality,neuroscience,2017-11-25,2018-07-12,12,229.0,10.1016,Elsevier,Cell
10.1371/journal.pcbi.1006327,10.1101/225607,10.1371/journal.pcbi.1006327,Shared Spatiotemporal Category Representations in Biological and Artificial Deep Neural Networks,neuroscience,2017-11-27,2018-07-24,1,239.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1016/j.neuroimage.2018.07.060,10.1101/226126,10.1016/j.neuroimage.2018.07.060,All-Resolutions Inference for Brain Imaging,neuroscience,2017-11-28,2018-07-26,0,240.0,10.1016,Elsevier,NeuroImage
10.1523/jneurosci.3421-17.2018,10.1101/228890,10.1523/jneurosci.3421-17.2018,Suppressed sensory response to predictable object stimuli throughout the ventral visual stream,neuroscience,2017-12-04,2018-07-20,1,228.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1016/j.neuroimage.2018.07.043,10.1101/226688,10.1016/j.neuroimage.2018.07.043,Generative adversarial networks for reconstructing natural images from brain activity,neuroscience,2017-12-08,2018-07-19,1,223.0,10.1016,Elsevier,NeuroImage
10.3389/fncir.2018.00052,10.1101/233684,10.3389/fncir.2018.00052,Behavioral context determines network state and variability dynamics in monkey motor cortex,neuroscience,2017-12-14,2018-07-12,1,210.0,10.3389,Frontiers Media SA,Frontiers in Neural Circuits
10.1038/s41467-018-05526-5,10.1101/236554,10.1038/s41467-018-05526-5,Social interactions impact on the dopaminergic system and drive individuality,neuroscience,2017-12-19,2018-08-06,1,230.0,10.1038,Nature Publishing Group,Nature Communications
10.1162/neco_a_01114,10.1101/238592,10.1162/neco_a_01114,CosMIC: A Consistent Metric for Spike Inference from Calcium Imaging,neuroscience,2017-12-22,2018-07-18,1,208.0,10.1162,10.1162,Neural Computation
10.7554/elife.37993,10.1101/242057,10.7554/elife.37993,UBE3A-mediated p18/LAMTOR1 ubiquitination and degradation regulate mTORC1 activity and synaptic plasticity,neuroscience,2018-01-04,2018-07-18,1,195.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1523/jneurosci.0514-18.2018,10.1101/270645,10.1523/jneurosci.0514-18.2018,Amplification and Suppression of Distinct Brain-wide Activity Patterns by Catecholamines,neuroscience,2018-02-23,2018-07-23,1,150.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.7717/peerj.5176,10.1101/275925,10.7717/peerj.5176,Age differences in head motion and estimates of cortical morphology,neuroscience,2018-03-03,2018-07-27,0,146.0,10.7717,PeerJ,PeerJ
10.3389/fpsyt.2018.00314,10.1101/275800,10.3389/fpsyt.2018.00314,Depressiveness and Neuroticism in Bartonella Seropositive and Seronegative Subjects - Preregistered Case-Controls Study,neuroscience,2018-03-03,2018-07-13,1,132.0,10.3389,Frontiers Media SA,Frontiers in Psychiatry
10.1016/j.neuropsychologia.2018.07.029,10.1101/277988,10.1016/j.neuropsychologia.2018.07.029,Avoiding sedentary behaviors requires more cortical resources than avoiding physical activity: An EEG study,neuroscience,2018-03-07,2018-07-26,0,141.0,10.1016,Elsevier,Neuropsychologia
10.1016/j.nicl.2018.04.017,10.1101/277624,10.1016/j.nicl.2018.04.017,Differentiation of Alzheimer’s disease based on local and global parameters in personalized Virtual Brain models,neuroscience,2018-03-08,2018-04-20,3,43.0,10.1016,Elsevier,NeuroImage: Clinical
10.1523/jneurosci.0564-18.2018,10.1101/280974,10.1523/jneurosci.0564-18.2018,Parietal representations of stimulus features are amplified during memory retrieval and flexibly aligned with top-down goals,neuroscience,2018-03-13,2018-07-27,0,136.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1016/j.cub.2018.06.011,10.1101/221044,10.1016/j.cub.2018.06.011,Discovery of a new song mode in Drosophila reveals hidden structure in the sensory and neural drivers of behavior,neuroscience,2017-11-17,2018-07-20,1,245.0,10.1016,Elsevier,Current Biology
10.1152/jn.00215.2018,10.1101/285460,10.1152/jn.00215.2018,"Inexpensive, scalable camera system for tracking rats in large spaces",neuroscience,2018-03-20,2018-07-25,1,127.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1523/jneurosci.0832-18.2018,10.1101/288407,10.1523/jneurosci.0832-18.2018,"The rhesus monkey hippocampus critically contributes to scene memory retrieval, but not new learning",neuroscience,2018-03-24,2018-07-26,2,124.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.3389/fnins.2018.00437,10.1101/288605,10.3389/fnins.2018.00437,Modeling semantic encoding in a common neural representational space,neuroscience,2018-03-25,2018-07-10,0,107.0,10.3389,Frontiers Media SA,Frontiers in Neuroscience
10.1038/s41598-018-29686-y,10.1101/292557,10.1038/s41598-018-29686-y,Reductions in Retrieval Competition Predict the Benefit of Repeated Testing,neuroscience,2018-03-30,2018-08-06,1,129.0,10.1038,Nature Publishing Group,Scientific Reports
10.1093/cercor/bhy167,10.1101/295683,10.1093/cercor/bhy167,Role of the default mode network in cognitive transitions,neuroscience,2018-04-06,2018-07-27,1,112.0,10.1093,Oxford University Press,Cerebral Cortex
10.1186/s40478-018-0558-5,10.1101/298935,10.1186/s40478-018-0558-5,Neuropathology and cognitive performance in centenarians,neuroscience,2018-04-11,2018-07-23,2,103.0,10.1186,Springer (Biomed Central Ltd.),Acta Neuropathologica Communications
10.1038/s41398-018-0182-y,10.1101/303990,10.1038/s41398-018-0182-y,Disruption of The Psychiatric Risk Gene Ankyrin 3 Enhances Microtubule Dynamics Through GSK3/CRMP2 Signaling,neuroscience,2018-04-21,2018-07-25,0,95.0,10.1038,Nature Publishing Group,Translational Psychiatry
10.1152/jn.00477.2018,10.1101/318758,10.1152/jn.00477.2018,Estimating the sensorimotor components of cybersickness,neuroscience,2018-05-11,2018-07-25,1,75.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1002/ana.25308,10.1101/333195,10.1002/ana.25308,Variation at the TRIM11 locus modifies Progressive Supranuclear Palsy phenotype,neuroscience,2018-05-30,2018-07-31,0,62.0,10.1002,Wiley Blackwell (John Wiley & Sons),Annals of Neurology
10.1152/jn.00363.2018,10.1101/335174,10.1152/jn.00363.2018,M-current regulates firing mode and spike reliability in a collision detecting neuron,neuroscience,2018-05-31,2018-07-25,0,55.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1371/journal.pcbi.1006328,10.1101/353003,10.1371/journal.pcbi.1006328,Inter-trial effects in visual pop-out search: Factorial comparison of Bayesian updating models,neuroscience,2018-06-21,2018-07-30,0,39.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1007/s00221-018-5341-0,10.1101/220442,10.1007/s00221-018-5341-0,Effect of dihydrolipoamide dehydrogenase (dld-1) on human tau phosphorylation in a C. elegans model of Alzheimer’s Disease,neuroscience,2017-11-17,2018-07-28,1,253.0,10.1007,Springer-Verlag,Experimental Brain Research
10.1038/s41598-018-28680-8,10.1101/257568,10.1038/s41598-018-28680-8,Data-driven analysis of motor activity implicated 5-HT2A neurons in backward locomotion of larval Drosophila,neuroscience,2018-01-31,2018-07-09,0,159.0,10.1038,Nature Publishing Group,Scientific Reports
10.7554/elife.32671,10.1101/132506,10.7554/eLife.32671,Three-Dimensional Two-Photon Optogenetics And Imaging Of Neural Circuits In Vivo,neuroscience,2017-04-30,2018-02-07,10,283.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.neuroimage.2017.06.029,10.1101/124016,10.1016/j.neuroimage.2017.06.029,Modelling And Interpreting Network Dynamics,neuroscience,2017-04-04,2017-06-20,6,77.0,10.1016,Elsevier,NeuroImage
10.1093/cercor/bhy109,10.1101/123729,10.1093/cercor/bhy109,"Sex Differences In The Adult Human Brain: Evidence From 5,216 UK Biobank Participants",neuroscience,2017-04-04,2018-05-16,10,407.0,10.1093,Oxford University Press,Cerebral Cortex
10.1016/j.neuroimage.2018.01.038,10.1101/097576,10.1016/j.neuroimage.2018.01.038,Envelope-tACS modulates intelligibility of speech in noise,neuroscience,2017-01-03,2018-05-15,4,497.0,10.1016,Elsevier,NeuroImage
10.1037/rev0000101,10.1101/098939,10.1037/rev0000101,Chunking as a rational strategy for lossy data compression in visual working memory tasks.,neuroscience,2017-01-06,2018-07-04,2,544.0,10.1037,American Psychological Association,Psychological Review
10.1038/s41562-017-0225-z,10.1101/101527,10.1038/s41562-017-0225-z,Differential hemispheric and visual stream involvement in ensemble coding of emotion in facial crowds,neuroscience,2017-01-19,2017-10-09,2,263.0,10.1038,Nature Publishing Group,Nature Human Behaviour
10.1038/nature25999,10.1101/105312,10.1038/nature25999,Inhibitory neuron diversity originates from cardinal classes shared across germinal zones.,neuroscience,2017-02-02,2018-03-22,19,413.0,10.1038,Nature Publishing Group,Nature
10.1371/journal.pone.0195399,10.1101/107532,10.1371/journal.pone.0195399,Stochastic satisficing account of choice and confidence in uncertain value-based decisions,neuroscience,2017-02-10,2018-04-05,0,419.0,10.1371,Public Library of Science,PLOS ONE
10.1093/cercor/bhy014,10.1101/107953,10.1093/cercor/bhy014,Eye-Movement Reinstatement and Neural Reactivation: Testing the Hebbian Theory of Mental Imagery,neuroscience,2017-02-12,2018-02-03,0,356.0,10.1093,Oxford University Press,Cerebral Cortex
10.1371/journal.pone.0193107,10.1101/108993,10.1371/journal.pone.0193107,Broadband spectral responses in visual cortex revealed by a new MEG denoising algorithm,neuroscience,2017-02-15,2018-03-12,0,390.0,10.1371,Public Library of Science,PLOS ONE
10.1523/eneuro.0075-18.2018,10.1101/109496,10.1523/ENEURO.0075-18.2018,Foreground Enhancement and Background Suppression in Human Early Visual System During Passive Perception of Natural Images,neuroscience,2017-02-23,2018-06-26,0,488.0,10.1523,Society for Neuroscience,eneuro
10.1523/jneurosci.2312-17.2018,10.1101/117010,10.1523/JNEUROSCI.2312-17.2018,Human Episodic Memory Retrieval Is Accompanied By A Neural Jump Back In Time,neuroscience,2017-03-15,2018-04-25,2,406.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1038/s41398-017-0012-7,10.1101/117796,10.1038/s41398-017-0012-7,"Genome-Wide Analysis Of 113,968 Individuals In UK Biobank Identifies Four Loci Associated With Mood Instability.",neuroscience,2017-03-17,2017-11-30,8,258.0,10.1038,Nature Publishing Group,Translational Psychiatry
10.1073/pnas.1719433115,10.1101/117804,10.1073/pnas.1719433115,A Theta Rhythm In Awake Macaque V1 And V4 And Its Attentional Modulation,neuroscience,2017-03-17,2018-05-30,5,439.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1371/journal.pcbi.1006122,10.1101/129007,10.1371/journal.pcbi.1006122,Identification Of Animal Behavioral Strategy By Inverse Reinforcement Learning ~ Its Application To Thermotaxis In C. elegans ~,neuroscience,2017-04-20,2018-05-02,1,377.0,10.1371,Public Library of Science,PLOS Computational Biology
10.7554/elife.36395,10.1101/130716,10.7554/eLife.36395,Expecting the Unexpected: Base-rate Neglect is Driven by Neural Activation of Common Cues,neuroscience,2017-04-25,2018-08-03,0,465.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1016/j.neuroimage.2018.05.027,10.1101/136473,10.1016/j.neuroimage.2018.05.027,A Population-Based Atlas Of The Macroscale Structural Connectome In The Human Brain,neuroscience,2017-05-10,2018-05-24,6,379.0,10.1016,Elsevier,NeuroImage
10.1016/j.celrep.2018.01.064,10.1101/134916,10.1016/j.celrep.2018.01.064,Activity-Dependent Control Of Inhibitory Interneuron Number In The Mammalian Cortex,neuroscience,2017-05-17,2018-02-13,7,272.0,10.1016,Elsevier,Cell Reports
10.1371/journal.pgen.1007577,10.1101/141366,10.1371/journal.pgen.1007577,Drosophila CaV2 Channels Harboring Human Migraine Mutations Cause Synapse Hyperexcitability That Can Be Suppressed By Inhibition Of A Ca2+ Store Release Pathway,neuroscience,2017-05-23,2018-08-06,0,440.0,10.1371,Public Library of Science,PLOS Genetics
10.1523/jneurosci.0272-18.2018,10.1101/142562,10.1523/JNEUROSCI.0272-18.2018,Modality-Independent Coding Of Concepts In Prefrontal Cortex,neuroscience,2017-05-26,2018-06-27,0,397.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1371/journal.pbio.2006387,10.1101/143354,10.1371/journal.pbio.2006387,Single-Cell Transcriptomic Analysis Of CA1 Inhibitory Neurons,neuroscience,2017-05-29,2018-06-18,4,385.0,10.1371,Public Library of Science,PLOS Biology
10.1093/cercor/bhy058,10.1101/143552,10.1093/cercor/bhy058,"Distinctive Behavioural Anomalies, Structural Brain Phenotypes And Cortical Hyper-Connectivity In Chd8-Deficient Mice",neuroscience,2017-05-29,2018-06-01,5,368.0,10.1093,Oxford University Press,Cerebral Cortex
10.1016/j.neunet.2018.06.008,10.1101/144683,10.1016/j.neunet.2018.06.008,A self-organizing memory network,neuroscience,2017-05-31,2018-06-20,0,385.0,10.1016,Elsevier,Neural Networks
10.1152/jn.00443.2017,10.1101/146993,10.1152/jn.00443.2017,Analytical solution of a bilateral Brown-type central pattern generator for symmetric and asymmetric locomotion,neuroscience,2017-06-07,2018-03-01,2,267.0,10.1152,American Physiological Society,Journal of Neurophysiology
10.1038/s41467-017-02416-0,10.1101/147611,10.1038/s41467-017-02416-0,Network Connectivity Predicts Cortical Thinning and Cognitive Decline in Early Parkinson’s Disease,neuroscience,2017-06-08,2018-01-02,6,208.0,10.1038,Nature Publishing Group,Nature Communications
10.1523/jneurosci.0115-18.2018,10.1101/149278,10.1523/JNEUROSCI.0115-18.2018,Naproxen inhibits CSD-evoked meningeal afferent mechanosensitization but not prolonged activation: a role for cortical oligemia and hypoxia?,neuroscience,2017-06-12,2018-05-30,0,352.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1371/journal.pcbi.1006041,10.1101/148643,10.1371/journal.pcbi.1006041,Resolving neuronal population code and coordination withgradient boosted trees,neuroscience,2017-06-13,2018-03-22,0,282.0,10.1371,Public Library of Science,PLOS Computational Biology
10.1111/ejn.13695,10.1101/150748,10.1111/ejn.13695,Evidence for a causal link between left posterior alpha-beta power decreases and context-driven word production.,neuroscience,2017-06-15,2017-10-05,1,112.0,10.1111,10.1111,European Journal of Neuroscience
10.1073/pnas.1717022115,10.1101/131490,10.1073/pnas.1717022115,A descending pathway through electrical coupling facilitates undulatory wave propagation in C. elegans,neuroscience,2017-06-17,2018-05-08,6,325.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.7554/elife.34963,10.1101/151365,10.7554/eLife.34963,A rational theory of the limitations of working memory and attention,neuroscience,2017-06-18,2018-08-07,0,415.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1371/journal.pone.0200528,10.1101/152181,10.1371/journal.pone.0200528,Large nuisance modulation has little impact on IT target match performance,neuroscience,2017-06-20,2018-07-19,0,394.0,10.1371,Public Library of Science,PLOS ONE
10.1371/journal.pbio.2003354,10.1101/152488,10.1371/journal.pbio.2003354,Control of recollection by slow gamma dominating medium gamma in hippocampus CA1,neuroscience,2017-06-20,2018-01-18,2,212.0,10.1371,Public Library of Science,PLOS Biology
10.1007/s12021-018-9375-z,10.1101/153189,10.1007/s12021-018-9375-z,The Decision Decoding ToolBOX (DDTBOX) - A novel multivariate pattern analysis toolbox for event-related potentials,neuroscience,2017-06-21,2018-05-02,0,315.0,10.1007,Springer-Verlag,Neuroinformatics
10.7554/elife.32816,10.1101/153684,10.7554/elife.32816,Representational dynamics of task context and its influence on visual object processing,neuroscience,2017-06-21,2018-01-31,6,224.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.3389/fnsys.2018.00016,10.1101/154914,10.3389/fnsys.2018.00016,Corticocortical signaling drives activity in a downstream area rapidly and scalably,neuroscience,2017-06-23,2018-05-15,1,326.0,10.3389,Frontiers Media SA,Frontiers in Systems Neuroscience
10.3389/fncom.2018.00020,10.1101/155085,10.3389/fncom.2018.00020,Spatiotemporal organization of whole-body muscle activity during upright reaching movements in various directions: modularity or not modularity?,neuroscience,2017-06-24,2018-04-03,1,283.0,10.3389,Frontiers Media SA,Frontiers in Computational Neuroscience
10.1073/pnas.1717948115,10.1101/156570,10.1073/pnas.1717948115,The eardrum moves when the eyes move: A multisensory effect on the mechanics of hearing,neuroscience,2017-06-29,2018-01-23,3,208.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1073/pnas.1720995115,10.1101/143636,10.1073/pnas.1720995115,Burst Ensemble Multiplexing: A Neural Code Connecting Dendritic Spikes with Microcircuits,neuroscience,2017-06-30,2018-07-03,4,368.0,10.1073,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences
10.1016/j.neuroimage.2018.07.038,10.1101/157644,10.1016/j.neuroimage.2018.07.038,From curiosity relief to epistemic surprise: complementary roles of the prefrontal cortex and the ventral striatum in the neural valuation of knowledge,neuroscience,2017-06-30,2018-07-17,0,382.0,10.1016,Elsevier,NeuroImage
10.1523/jneurosci.0075-18.2018,10.1101/158964,10.1523/jneurosci.0075-18.2018,Reinforcement learning over time: spaced versus massed training establishes stronger value associations,neuroscience,2017-07-03,2018-07-30,0,392.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.7554/elife.36584,10.1101/163394,10.7554/elife.36584,Inert and seed-competent tau monomers elucidate the structural origins of aggregation,neuroscience,2017-07-14,2018-07-10,4,361.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1037/xlm0000593,10.1101/165225,10.1037/xlm0000593,Dynamics of brain activity reveal a unitary recognition memory signal,neuroscience,2017-07-19,2018-07-19,0,365.0,10.1037,American Psychological Association,"Journal of Experimental Psychology: Learning, Memory, and Cognition"
10.15252/embj.201797374,10.1101/164608,10.15252/embj.201797374,LINE-1 repression attenuates degeneration in adult dopaminergic neurons,neuroscience,2017-07-19,2018-08-01,0,378.0,10.15252,10.15252,The EMBO Journal
10.3390/jcm7080188,10.1101/164335,10.3390/jcm7080188,An Augmented Reality Social Communication Aid for Children and Adults with Autism: User and caregiver report of safety and lack of negative effects.,neuroscience,2017-07-19,2018-07-30,0,376.0,10.3390,10.3390,Journal of Clinical Medicine
10.7554/elife.33562,10.1101/166512,10.7554/elife.33562,Temporal transitions of spontaneous brain activity in awake rats,neuroscience,2017-07-21,2018-03-08,2,230.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1037/emo0000467,10.1101/169383,10.1037/emo0000467,"Paradoxical Associations Between Higher Familial Warmth, Lower Stress, And Increased Amygdala Reactivity To Interpersonal Threat",neuroscience,2017-07-28,2018-07-12,0,349.0,10.1037,American Psychological Association,Emotion
10.1016/j.pbb.2018.07.007,10.1101/172759,10.1016/j.pbb.2018.07.007,Repeated vapor inhalation of Δ9-tetrahydrocannabinol induces tolerance to hypothermia in female rats,neuroscience,2017-08-04,2018-07-19,0,349.0,10.1016,Elsevier,Pharmacology Biochemistry and Behavior
10.1016/j.neurobiolaging.2018.03.009,10.1101/175810,10.1016/j.neurobiolaging.2018.03.009,Caloric-restriction induced alterations in CG and non-CG methylation attenuate age-associated changes in the old brain.,neuroscience,2017-08-13,2018-03-16,2,215.0,10.1016,Elsevier,Neurobiology of Aging
10.1016/j.neuroimage.2018.05.006,10.1101/177493,10.1016/j.neuroimage.2018.05.006,Typical real-world locations impact the time course of object coding,neuroscience,2017-08-17,2018-08-01,3,349.0,10.1016,Elsevier,NeuroImage
10.1007/s00429-018-1722-1,10.1101/178301,10.1007/s00429-018-1722-1,Distributed cortical structural properties contribute to motor cortical excitability and inhibition,neuroscience,2017-08-19,2018-08-04,0,350.0,10.1007,Springer-Verlag,Brain Structure and Function
10.1038/sdata.2018.11,10.1101/179614,10.1038/sdata.2018.11,The Anatomical Tracings of Lesions After Stroke (ATLAS) Dataset - Release 1.1,neuroscience,2017-08-26,2018-02-20,3,178.0,10.1038,Nature Publishing Group,Scientific Data
10.1038/s41598-018-26779-6,10.1101/188326,10.1038/s41598-018-26779-6,Modulation of visual gamma oscillation by excitatory drive and the excitation/inhibition balance in the visual cortex,neuroscience,2017-09-13,2018-05-31,1,260.0,10.1038,Nature Publishing Group,Scientific Reports
10.1016/j.biopsych.2018.03.012,10.1101/196220,10.1016/j.biopsych.2018.03.012,A Connectome Wide Functional Signature of Broad Risk for Mental Illness,neuroscience,2017-09-29,2018-04-10,6,193.0,10.1016,Elsevier,Biological Psychiatry
10.1038/s41598-018-24972-1,10.1101/197095,10.1038/s41598-018-24972-1,Fit to speak - Physical fitness is related to less language decline in ageing,neuroscience,2017-10-02,2018-04-30,0,210.0,10.1038,Nature Publishing Group,Scientific Reports
10.1371/journal.pone.0189518,10.1101/200220,10.1371/journal.pone.0189518,Vagal Nerve Stimulation Triggers Wide-Spread Evoked Responses and Changes in Large-Scale Functional Connectivity in Rat Brains,neuroscience,2017-10-09,2017-12-14,2,66.0,10.1371,Public Library of Science,PLOS ONE
10.1016/j.neuroimage.2018.04.070,10.1101/201624,10.1016/j.neuroimage.2018.04.070,Subject- and behavior-specific signatures extracted from fMRI data using whole-brain effective connectivity,neuroscience,2017-10-11,2018-05-22,0,223.0,10.1016,Elsevier,NeuroImage
10.1016/j.bandl.2018.07.003,10.1101/202382,10.1016/j.bandl.2018.07.003,The language of music: Common neural codes for structured sequences in music and natural language,neuroscience,2017-10-12,2018-08-04,0,296.0,10.1016,Elsevier,Brain and Language
10.1162/jocn_a_01260,10.1101/202630,10.1162/jocn_a_01260,Working memory and reasoning tasks are associated with different modes of large-scale brain dynamics in healthy older adults,neuroscience,2017-10-13,2018-07-01,0,261.0,10.1162,10.1162,Journal of Cognitive Neuroscience
10.1523/jneurosci.3658-17.2018,10.1101/202507,10.1523/JNEUROSCI.3658-17.2018,"Homeostatic feedback, not early activity, modulates development of two-state patterned activity in the C. elegans egg-laying circuit",neuroscience,2017-10-16,2018-07-11,1,268.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1111/ejn.14071,10.1101/204529,10.1111/ejn.14071,Auditory motion does not modulate spiking activity in visual motion processing areas MT and MST,neuroscience,2017-10-18,2018-08-07,2,293.0,10.1111,10.1111,European Journal of Neuroscience
10.1162/jocn_a_01315,10.1101/206250,10.1162/jocn_a_01315,Confronting the elephant in the room - verbal paired associates and the hippocampus,neuroscience,2017-10-19,2018-07-31,1,285.0,10.1162,10.1162,Journal of Cognitive Neuroscience
10.1016/j.cub.2018.01.021,10.1101/207548,10.1016/j.cub.2018.01.021,Selective attention gates the interactive crossmodal coupling between cortical sensory systems,neuroscience,2017-10-23,2018-03-05,4,133.0,10.1016,Elsevier,Current Biology
10.7554/elife.32962,10.1101/207530,10.7554/elife.32962,Distinct contributions of functional and deep neural network features to scene representation in brain and behavior,neuroscience,2017-10-23,2018-03-07,11,135.0,10.7554,"eLife Sciences Publications, Ltd.",eLife
10.1167/18.6.10,10.1101/207076,10.1167/18.6.10,Meaning Guides Attention in Real-World Scenes: Evidence from Eye Movements and Meaning Maps,neuroscience,2017-10-23,2018-06-01,6,221.0,10.1167,Association for Research in Vision and Opthalmology,Journal of Vision
10.1523/jneurosci.0263-18.2018,10.1101/208827,10.1523/jneurosci.0263-18.2018,"Differentiable processing of objects, associations and scenes within the hippocampus",neuroscience,2017-10-25,2018-08-06,1,285.0,10.1523,Society for Neuroscience,The Journal of Neuroscience
10.1371/journal.pcbi.1006207,10.1101/209866,10.1371/journal.pcbi.1006207,Network supporting contextual fear learning after hippocampal damage has increased dependence on retrosplenial cortex,neuroscience,2017-10-27,2018-08-07,1,284.0,10.1371,Public Library of Science,PLOS Computational Biology
